Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,LessThan50K
31-50,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
22-30,Self-emp-not-inc,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,Guatemala,LessThan50K
22-30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,35,United-States,LessThan50K
22-30,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,United-States,LessThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,40,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,10th,Widowed,Sales,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,Poland,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,LessThan50K
>50,Private,10th,Divorced,Prof-specialty,Unmarried,White,Male,68,United-States,MoreThan50K
31-50,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Cuba,LessThan50K
31-50,Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Female,57,United-States,LessThan50K
22-30,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
