Reign,Period,Dynasty,State,Region,Artist Nationality,City,Culture,Classification,Artist Alpha Sort,Country,Title,Object Name
,,,,,American|American,Cincinnati,American,Ceramics,"Nichols, Maria Longworth|Rookwood Pottery",United States,Aladdin Vase,Vase
,,,,,American,Buffalo,American,Ceramics,"Hunter, Dard|Roycroft ",United States,Vase,Vase
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,Ridgway & Co. William,England|England,Plate,Plate
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,Ridgway & Co. William,England|England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Ridgway, Son & Co. William",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stevenson, & Williams Ralph",England,Plate,Plate
,,,Staffordshire,,,,British (American market),Ceramics,"Stevenson, & Williams Ralph",England,Plate,Plate
,,,Staffordshire,,,,British (American market),Ceramics,"Stevenson, & Williams Ralph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stevenson, & Williams Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Stevenson, Ralph",England,Plate,Plate
,,,Bucks County,,,,American,Ceramics,"Spinner, David",United States,Plate,Plate
,,,Bucks County,,,,American,Ceramics,"Spinner, David",United States,Plate,Plate
,,,Bucks County,,,,American,Ceramics,"Mumbouer, Conrad",United States,Plate,Plate
,,,Merseyside,,,Liverpool,,Ceramics,Sadler and Green ,England,Plate,Plate
,,,Northampton County,,,,American,Ceramics,"Roth, Heinrich",United States,Plate,Plate
,,,Montgomery County,,,,American,Ceramics,"Roudebuth, Henry",United States,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,Rogers & Son John,England,Plate,Plate
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,Ridgway & Co. William,England|England,Plate,Plate
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,Ridgway & Co. William,England|England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Wedgwood and Sons, Josiah",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Jackson, Job & John",England,Plate,Plate
,,,Bucks County,,,,American,Ceramics,"Spinner, David",United States,Plate,Plate
,,,Berks County,,,,American,Ceramics,"Grimm, Solomon",United States,Plate,Plate
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Furnaces",United States,Vase,Vase
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",United States,Vase,Vase
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Furnaces",United States,Vase,Vase
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Mayer, Thomas",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"William, Adams & Sons",England,Cup Plate,Cup plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Clementson, Joseph",England,Cup Plate,Cup plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,Challinor & Co. E.,England,Cup Plate,Cup plate
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Furnaces",United States,Vase,Vase
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Jackson, Job & John",England,Plate,Plate
,,,,,American,New York,American,Glass,"Tiffany Studios |Tiffany, Louis Comfort",United States,Vase,Vase
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company|Tiffany Studios ",United States,Vase,Vase
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Furnaces",United States,Vase,Vase
,,,Bucks County,,,,American,Ceramics,"Mumbouer, Conrad",United States,Plate,Plate
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Furnaces",United States,Vase,Vase
,,,Northampton County,,,,American,Ceramics,"Stofflet, Heinrich",United States,Plate,Plate
,,,Berks County,,,,American,Ceramics,"Grimm, Solomon",United States,Plate,Plate
,,,Berks County,,,,American,Ceramics,"Grimm, Solomon",United States,Plate,Plate
,,,Berks County,,,,American,Ceramics,"Grimm, Solomon",United States,Plate,Plate
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,"Shaw, Anthony",England|England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Soup Plate,Soup plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Henshall, Williamson & Co. ",England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Jackson, Job & John",England,Plate,Plate
,,,,,American,Detroit,American,Ceramics,"Perry, Mary Chase|Pewabic Pottery ",United States,Vase,Vase
,,,Brooklyn,,,New York,American,Glass,Quezal Art Glass and Decorating Company ,United States,Vase,Vase
,,,,,American,Cincinnati,American,Ceramics,"Schmidt, Carl|Rookwood Pottery",United States,Vase,Vase
,,,Bucks County,,,,American,Ceramics,"Leidy, John I",United States,Plate,Plate
,,,,,American,,American,Architecture,"Wright, Frank Lloyd",Japan,"Urn from the Imperial Hotel, Tokyo, Japan",Urn
,,,Staffordshire|Staffordshire,,,Stoke-on-Trent|Stoke-on-Trent,British (American market),Ceramics,"Ashworth, & Bros. Ltd. G. L.",England|England,Plate,Plate
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,Edwards J. & T.,England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Platter,Platter
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Clews, James and Ralph",England,Plate,Plate
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Plate,Plate
,,,,,American,Minneapolis,American,Glass,"Purcell, Feick and Elmslie |Elmslie, George Grant",United States,"Window from the J. C. Cross House, Minneapolis, Minnesota",Stained glass window
,,,,,American,Minneapolis,American,Glass,"Elmslie, George Grant|Purcell, Feick and Elmslie ",United States,"Window from the J. C. Cross House, Minneapolis, Minnesota",Stained glass window
,,,,,American,Minneapolis,American,Glass,"Elmslie, George Grant|Purcell, Feick and Elmslie ",United States,"Window from the J. C. Cross House, Minneapolis, Minnesota",Stained glass window
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,,,American,Providence,American,Silver,"Gorham Manufacturing Company|Maher, George Washington",United States,Knife,Knife
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,,,American,New York,American,Glass,"Tiffany Glass and Decorating Company|Tiffany, Louis Comfort",United States,Window,Window
,,,,,American,New York,American,Textiles,"Furman, Warner Williams Sarah",United States,Phebe Warner Coverlet,Coverlet
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Orange County,,,,American,Textiles,"Chapman, Jane Simonton",United States,Embroidered whitework coverlet,Coverlet
,,,,,German,Albany,American or German,Ceramics,"St. John, Olga|Rosenthal",United States|Germany,Plate,Plate
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,,,"American, born Germany",Manheim,American,Glass,"American Flint Glass Manufactory |Stiegel, Henry William",United States,Pocket bottle,Pocket bottle
reign of Ramesses II,"New Kingdom, Ramesside",Dynasty 19,,"Upper Egypt, Thebes",,,,,"Wilkinson, Charles K.",Egypt,"Winemaking, Tomb of Ipuy","Facsimile, Ipuy (TT 217), winemaking"
,,,,,"American, born Germany",Manheim,American,Glass,"Stiegel, Henry William|American Flint Glass Manufactory ",United States,Pocket bottle,Pocket bottle
,,,,,American,,"American, Japanese",Ceramics,"Wright, Frank Lloyd|Noritake ",Japan,Saucer,Saucer
,,,,,American,,"American, Japanese",Ceramics,"Wright, Frank Lloyd|Noritake ",Japan,Saucer,Saucer
,,,,,American,New York,American,Metal,"Tiffany, Louis Comfort|Tiffany Studios ",United States,Tray,Tray
,,,,,American,Boston,American,Silver,"Revere, Paul, Jr.|Revere, Paul Sr.",United States,Sauceboat,Sauceboat
,,,,,"American, born Germany",Elizabeth|Manheim,American,Glass,"American Flint Glass Manufactory |Stiegel, Henry William",United States|United States,Pocket bottle,Pocket bottle
,,,,,American,New York,American,Glass,Brooklyn Flint Glass Company|Stouvenel Joseph,United States,Cordial,Cordial
,,,,,British,Bennington,American,Ceramics,"Greatbach, Daniel|United States Pottery Company ",United States,Toby Jug,Toby jug
,,,,,American,New York,American,Glass,Brooklyn Flint Glass Company|Stouvenel Joseph,United States,Celery vase,Vase
,,,,,American,New York,American,Glass,Brooklyn Flint Glass Company|Stouvenel Joseph,United States,Goblet,Goblet
,,,,,American,New York,American,Glass,Brooklyn Flint Glass Company|Stouvenel Joseph,United States,Pitcher,Pitcher
,,,,,American,New York,American,Glass,Brooklyn Flint Glass Company|Stouvenel Joseph,United States,Decanter with stopper,Decanter
,,,,,American,Cambridge,American,Glass,"Doms, Francis|New England Glass Company ",United States,Decanter,Decanter
,,,,,French (active Britain)|American,Boston,American,Chordophone-Zither-plucked-harpsichord,"Dolmetsch, Arnold|Chickering & Sons",United States,Virginal,Virginal
,,,,,American,New York,American,Metal,"Tiffany, Louis Comfort|Tiffany Studios ",United States,Match Box Holder,Match box holder
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Sadler, John",England,Tile,Tile
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,,,American,Providence,American,Silver,"Maher, George Washington|Gorham Manufacturing Company",United States,Fork,Fork
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Sandal Maker, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), leather work, sandal"
,,,,,American,New York,American,Architecture,"Tiffany Studios |Tiffany, Louis Comfort",United States,Lintel,Lintel
,,,,,British,Jersey City,American,Ceramics,"Greatbach, Daniel|American Pottery Manufacturing Company ",United States,Teapot,Teapot
,,,,,British,Jersey City,American,Ceramics,"American Pottery Manufacturing Company |Greatbach, Daniel",United States,Teapot,Teapot
,,,Logan County,,,"Russelville, (""The Knob"")",American,Textiles,"Morton, Littlejohn Ellen|Morton, Bibb Margaret",United States,"Quilt, Star of Bethlehem pattern variation",Quilt
,,,,,British,Bennington,American,Ceramics,"Greatbach, Daniel|United States Pottery Company ",United States,Lioness Figure,Figure
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,Rogers & Son John,England,Teapot,Teapot
,,,,,American,Brooklyn,American,Ceramics,"Müller, Karl L. H.|Union Porcelain Works ",United States,Teacup and saucer,Teacup and saucer
,,,,,American,Brooklyn,American,Ceramics,"Müller, Karl L. H.|Union Porcelain Works ",United States,Teacup and saucer,Teacup and saucer
,,,,,American,Brooklyn,American,Ceramics,"Union Porcelain Works |Müller, Karl L. H.",United States,Tea bowl,Tea bowl
,,,,,British,Bennington,American,Ceramics,"Greatbach, Daniel|Lyman, Fenton and Company |United States Pottery Company ",United States,Standing lion,Figure
,,,Sullivan County,,,Forestburgh,American,Textiles,"Ruddick, Susan Reed",United States,Wild Goose Chase Quilt,Quilt
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,,Midwest ,American,,American,Furniture,"Wright, Frank Lloyd",United States,Light Fixture,Light fixture
,,,,Midwest ,American,,American,Furniture,"Wright, Frank Lloyd",United States,Light Fixture,Light fixture
,,,,Midwest ,American,,American,Furniture,"Wright, Frank Lloyd",United States,Light Fixture,Light fixture
,,,,Midwest ,American,,American,Furniture,"Wright, Frank Lloyd",United States,Light Fixture,Light fixture
,,,,,American,New York,American,Silver,"Groen, Jacob Marius",United States,Tankard,Tankard
,,,Sullivan County,,,Monticello,American,Textiles,"Trowbridge, Anna Susan Ruddick",United States,Nine Patch Quilt,Quilt
,,,,,American,New York,American,Furniture,"Davis, Alexander Jackson|Burns and Trainque ",United States,Library Table,Library table
,,,,,American,South Manchester,American,Textiles,"Cheney Brothers|Associated, Artists ",United States,Sample,Sample
,,,,,American,New York,American,Metal,"Tiffany Studios |Tiffany, Louis Comfort",United States,Letter Rack,Letter rack
,,,Suffolk County,,,Sag Harbor,American,Textiles,"Taft, Mary Malvina Cook",United States,Chintz appliquéd quilt,Quilt
,,,,,American,Brooklyn,American,Ceramics,"Union Porcelain Works |Müller, Karl L. H.",United States,Teapot,Teapot
,,,Staffordshire,,,,British (American market),Ceramics,"Wedgwood-Whieldon, partnership ",England,Teapot,Teapot
,,,Staffordshire,,,,British (American market),Ceramics,"Wedgwood-Whieldon, partnership ",England,Teapot,Teapot
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,Orange County,,,,American,Textiles,"Alexander, James",United States,Coverlet,Coverlet
,,,Bergen County,,American,,American,Textiles,"Haring, David Daniel",United States,Coverlet,Coverlet
,,,Merseyside,,,Liverpool,British,Ceramics,"Green, Guy",England,Tile,Tile
,,,,,American,Boston,American,Textiles,"Thomas, Mary Ann|Snow, Mrs. Deborah|Gore, John and Samuel",United States,Coat of Arms,Coat of Arms
,,,,,American,Philadelphia,American,Textiles,"Folwell, Samuel|Elizabeth Folwell's School",United States,Embroidered Picture,Embroidered picture
,,,,,American,Providence,American,Textiles,"Miss Balch's School|Bowler, Amy Harris",United States,Memorial to Metcalf and Samuel Bowler,Embroidered picture
,,,,,American,Newport,American,Textiles,"Wright, Mary|Osborn, Sarah",United States,Embroidered Picture,Embroidered picture
,,,Albany County,,,Cohoes,American,Textiles,"Samuels, Maria Holden",United States,Sampler,Sampler
,,,,,German,New York,American,Furniture,"Belter, J. H.",United States,Tête-à-tête,Tête-à-tête
,,,|,North India,French,Paris,,Jewelry,Cartier,France,Brooch,Brooch
,,,,,British,London,British,Silver,"Northcote, Thomas",England,Tea Spoon,Spoon
,,,,,British,London,British,Silver,"Northcote, Thomas",England,Tea Spoon,Spoon
,,,Montgomery County,,,Norriton Township,American,Textiles,"Metz, Leonard",United States,Coverlet,Coverlet
,,,,,American,Providence,American,Silver,"Gorham Manufacturing Company|Maher, George Washington",United States,Tea Spoon,Spoon
,,,Orange County,,,,American,Textiles,"Chapman, Jane Simonton",United States,Pillow Slip,Pillow slip
,,,,,American|American,New York,American,Textiles,"Wheeler, Candace|Cheney Brothers|Associated, Artists ",United States,Irises panel,Panel
,,,Staffordshire,,,Stoke-on-Trent,British (American market),Ceramics,"Stubbs, Joseph",England,Plate,Plate
,,,,,American,Philadelphia,American,Silver,"Wiltberger, Christian",United States,Teapot,Teapot
reign of Ramesses II,"New Kingdom, Ramesside",Dynasty 19,,"Upper Egypt, Thebes",,,,,"Wilkinson, Charles K.",Egypt,"Fishing and Fowling, from the Tomb of Ipuy","fishing and fowling, Facsimile, Ipuy (TT 217)"
reign of Ramesses II,"New Kingdom, Ramesside",Dynasty 19,,"Upper Egypt, Thebes",,,,,"Davies, Norman de Garis",Egypt,Ipuy and Wife Receive Offerings from Their Children (substantially restored),"Facsimile, restored, Ipuy (TT 217), offering, seated couple"
,,,Staffordshire,,British,,British (American market),Ceramics,"Wood & Sons, Enoch",England,Platter,Platter
,,,,,American,Chicago,American,Architecture,"Schneider, Kristian|Sullivan, Louis Henry",United States,"Ornament from the Scoville Building, Chicago",Ornament
,,,,,American,New York,American,Metal,"Tiffany, Louis Comfort|Tiffany Studios ",United States,Paper Rack,Paper rack
,,,,,German,Augsburg,German,Glass-Stained,"Beck, Leonhard",Germany,Marriage Panel of Gabriel Weydacher and his wife Juliana Wemis with the Virgin and Child and Saints Barbara and Catherine,Panel
,,,,,French|Spanish,,French,Sculpture-Architectural,"Le Moiturier, Antoine|de la Huerta, Jean",France,Fragment from the Tomb of John the Fearless and Margaret of Austria,Tomb Fragment
,,,,,American,New York,American,Glass,"Tiffany, Louis Comfort|Tiffany Studios ",United States,Grapevine Panel,Stained glass window
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Scene of Metal Workers, Tomb of Rekhmire","Facsimile, metal work, bellows, Rekhmire (TT 100)"
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Metal Working, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), metal work"
,,,,,American,New York,American,Glass,"Tiffany Studios |Tiffany, Louis Comfort",United States,Grapevine Panel,Stained glass window
,,,,,American,Newark,American,Furniture,"Jelliff, John",United States,Overmantel Looking Glass,Looking glass
,,,,,American,Chicago,American,Architecture,"Sullivan, Louis Henry|Schneider, Kristian",United States,"Ornament from the Scoville Building, Chicago",Ornament
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Ramp Building Scene, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), ramp building"
reign of Ramesses I–Ramesses II,Twentieth Century; original New Kingdom,Dynasty 19,,"Upper Egypt, Thebes",,,,,"Wilkinson, Charles K.",Egypt,Cat Killing a Serpent,"Facsimile, Sennedjem, TT 1, cat, serpent"
,,,,,,Boston,American,Glass,"South Boston Flint Glass Works |Cains, Thomas|Phoenix Glass Works ",United States,Whale Oil Lamp,Whale oil lamp
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Moving a Stone Block, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), stone masons, lever"
reign of Hatshepsut,Modern (model); New Kingdom (original),Dynasty 18,,"Upper Egypt, Thebes",,,,|,"Cornell, Howard I.",Egypt,Model of the Temple of Hatshepsut at Deir el-Bahri,"Temple of Hatshepsut, Deir el-Bahri, modern, model"
,,,,,Roman|British,London,British,Natural Substances,"Cicero, Marcus Tullius|Davies, T.",England,Book: Of the Nature of the Gods,Book
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Stone Cutters Measuring a Block, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), stone cutting"
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Stone Masons Sqaring a Block, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), stone masons"
,,,,Midwest United States,American,Chicago,,Silver,"Petterson, Studio",United States,Dish and Cover,Dish and cover
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Sculptors at Work, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), sculptors"
,,,,,American,New York,American,Metal,"Tiffany, Louis Comfort|Tiffany Studios ",United States,Note Pad Holder,Note pad holder
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Nubians with a Giraffe and a Monkey, Tomb of Rekhmire","Facsimile, Nubians, giraffe, monkey Rekhmire (TT 100)"
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Carpenter with Tools, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), carpenter"
,,,,,American,Philadelphia,American,Glass,"Gillinder and Sons, James",United States,Paperweight,Paperweight
,,,,,American,Philadelphia,American,Glass,"Gillinder and Sons, James",United States,Paperweight,Paperweight
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Carpenters at Work, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), carpenters"
,New Kingdom,Dynasty 18,,"Upper Egypt, Thebes",,,,,"Davies, Nina de Garis",Egypt,"Sawing a Plank, Tomb of Rekhmire","Facsimile, Rekhmire (TT 100), sawing"
,,,,,Scottish,New York,American,Furniture,"Phyfe, Duncan",United States,Pier Table,Pier table
,,,,,American,New York,American,Furniture,"Meeks, Joseph & Sons",United States,Pier Table,Pier table
